QA-ID,question,selected_model,answer,Completeness,Correctness,Fluency,Notes
QA-121,ما الأعمال المحظورة على النقابات والاتحادات من ممارستها؟,llama,"{
""applicable"": true,
""issue"": ""الأعمال المحظورة على النقابات والاتحادات"",
""rules"": [
""مادة 103: يحظر علي النقابات: 1 – الاشتغال بالمسائل السياسية والدينية أو المذهبية. 2- توظيف أموالها في مضاربات مالية أو عقارية أو غيرها من أنواع المضاربات. 3- قبول الهبات والوصايا، إلا بعد علم الوزارة."",
""مادة 23: يحظر تشغيل المرأة فى الأعمال الخطرة أو الشاقة او الضارة صحيا ، كما يحظر تشغيلها فى الأعمال الضارة بالأخلاق والتى تقوم على استغلال أنوثتها بما لا يتفق مع الآداب العامة ، وكذلك يحظر تشغيلها فى الجهات التى تقدم خدماتها للرجال فقط ."",
""مادة 11: يحظر على الوزارة والجهة المختصة أن تمارس أى تمييز أو تفضيل فى المعاملة بين أصحاب العمل فى منح أذونات العمل أو التحويل."",
""مادة 23: يحظر تشغيل المرأة فى الأعمال الخطرة أو الشاقة او الضارة صحيا ، كما يحظر تشغيلها فى الأعمال الضارة بالأخلاق والتى تقوم على استغلال أنوثتها بما لا يتفق مع الآداب العامة ، وكذلك يحظر تشغيلها فى الجهات التى تقدم خدماتها للرجال فقط .""
],
""analysis"": ""تطبيق القواعد على الوقائع"",
""final_answer"": ""الأعمال المحظورة على النقابات والاتحادات هي: الاشتغال بالمسائل السياسية والدينية أو المذهبية، توظيف أموالها في مضاربات مالية أو عقارية أو غيرها من أنواع المضاربات، قبول الهبات والوصايا دون علم الوزارة، تشغيل المرأة فى الأعمال الخطرة أو الشاقة أو الضارة صحيا، تشغيلها فى الأعمال الضارة بالأخلاق، تشغيلها فى الجهات التى تقدم خدماتها للرجال فقط، تمارس أى تمييز أو تفضيل فى المعاملة بين أصحاب العمل فى منح أذونات العمل أو التحويل."",
""referenced_articles"": [
""مادة 103"",
""مادة 23"",
""مادة 11""
]
}",4,3,3.0,يلاحظ ان الجواب تضمن امور  لا تمت بصلة الى السؤال لا من قريب ولا من بعيد (السؤال عن الاعمال المحظور على النقابات) والجواب اضاف امور تتعلق بحظر تشغيل المراة في بعض الاعمال.. (يبدو انه يسترجع بحسب الكلمة -الحظر- وليس معنى السؤال) 
QA-64,"هل تُعد المنافسة غير المشروعة التي يرتكبها العامل سر من أسرار العمل؟
هل مبرر لصاحب العمل فصل العامل؟",qwen,"{
""applicable"": false,
""issue"": """",
""rules"": [],
""analysis"": """",
""final_answer"": """",
""referenced_articles"": []
}",1,1,1.0,
QA-24,ما مواعيد دفع رواتب العاملين؟ وهل يجب تحويلها إلى البنوك؟,deepseek,"{
    ""applicable"": true,
    ""issue"": ""تحديد مواعيد دفع رواتب العاملين ومدى وجوب تحويلها إلى البنوك وفقاً لقانون العمل الكويتي."",
    ""rules"": [""مادة 56: تحدد مواعيد دفع الأجور، حيث تؤدى الأجور في أحد أيام العمل بالعملة المتداولة. للعمال المعينين بأجر شهري تؤدى أجورهم مرة على الأقل كل شهر، وللعمال الآخرين تؤدى أجورهم مرة على الأقل كل أسبوعين. ولا يجوز تأخير دفع الأجور عن اليوم السابع من تاريخ الاستحقاق."", ""مادة 57: تلزم صاحب العمل الذي يستخدم عدداً لا يقل عن خمسة عمال بدفع مستحقات العاملين في حساباتهم لدى المؤسسات المالية المحلية، مع جواز إعفاء بعض الأنشطة من تحويل أجور العمالة الوافدة بقرار من مجلس الوزراء.""],
    ""analysis"": ""بناءً على المواد القانونية المسترجعة، تنطبق المادة 56 على تحديد مواعيد دفع الرواتب، حيث تفرق بين العمال المعينين بأجر شهري (مرة شهرياً على الأقل) والعمال الآخرين (مرة كل أسبوعين على الأقل)، مع منع التأخير عن اليوم السابع من الاستحقاق. كما تنطبق المادة 57 على وجوب تحويل الأجور إلى البنوك لصاحب العمل الذي يستخدم خمسة عمال أو أكثر، مع استثناء محتمل لبعض الأنشطة بقرار من مجلس الوزراء. لا توجد مواد أخرى مسترجعة تنطبق مباشرة على السؤال."",
    ""final_answer"": ""مواعيد دفع الرواتب: للعمال المعينين بأجر شهري مرة على الأقل كل شهر، وللعمال الآخرين مرة على الأقل كل أسبوعين، ولا يجوز تأخير الدفع عن اليوم السابع من تاريخ الاستحقاق. تحويل الأجور إلى البنوك: يجب لصاحب العمل الذي يستخدم خمسة عمال أو أكثر تحويل مستحقات العاملين إلى حساباتهم في المؤسسات المالية المحلية، مع جواز إعفاء بعض الأنشطة من تحويل أجور العمالة الوافدة بقرار من مجلس الوزراء."",
    ""referenced_articles"": [""56"", ""57""]
}",5,5,4.0,احيانا تستخدم النماذج في اجوبتها جمل غير متداولة في اللغة القنية ربما بسبب البرمجة مثل ( لاتوجد مواد اخرى  مسترجعة...)
QA-125,176/ كيف يتم حل المنازعات الجماعية التي تنشأ بين صاحب العمل أو من يمثله وبين العمال أو من يمثلهم؟,llama,"{
""applicable"": true,
""issue"": ""حل المنازعات الجماعية"",
""rules"": [
""Mادة 123: اللجوء إلى المفاوضة المباشرة بين صاحب العمل أو من يمثله وبين العمال أو من يمثلهم"",
""Mادة 122: تعريف المنازعات الجماعية"",
""Mادة 124: تقديم طلب لتسوية المنازعة وديا عن طريق لجنة التوفيق""
],
""analysis"": ""يجب على الطرفين اللجوء إلى المفاوضة المباشرة لتحديد حل للمنازعة. إذا لم تؤد المفاوضة المباشرة لحل المنازعة، فيجب على الطرفين تقديم طلب لتسوية المنازعة وديا عن طريق لجنة التوفيق."",
""final_answer"": ""يجب على الطرفين اللجوء إلى المفاوضة المباشرة لتحديد حل للمنازعة، وإذا لم تؤد المفاوضة المباشرة لحل المنازعة، فيجب على الطرفين تقديم طلب لتسوية المنازعة وديا عن طريق لجنة التوفيق."",
""referenced_articles"": [
""Mادة 123"",
""Mادة 122"",
""Mادة 124""
]
}",3,3,2.0,
QA-105,ما مدة الإجازة التي تستحقها المرأة العاملة بسبب الوضع؟,qwen,"{
""applicable"": true,
""issue"": ""مدة الإجازة التي تستحقها المرأة العاملة بسبب الوضع"",
""rules"": [""تستحق المرأة العاملة الحامل أجازة مدفوعة الأجر لا تحسب من أجازتها الأخرى لمدة سبعين يوما للوضع بشرط أن يتم الوضع خلالها""],
""analysis"": ""تنص المادة 24 صراحةً على أن المرأة العاملة الحامل تستحق إجازة مدفوعة الأجر لمدة سبعين يوماً للوضع، بشرط أن يتم الوضع خلال هذه المدة. ولا يُشترط في النص شروط إضافية تتعلق بالخدمة أو المدة السابقة، بل يكفي توافر حالة الحمل والوضع. وبالتالي، تطبق المادة مباشرةً على المسألة المطروحة."",
""final_answer"": ""سبعون يوماً مدفوعة الأجر."",
""referenced_articles"": [""مادة 24""]
}",3,4,4.0,
QA-52,هل هناك أنشطة يسمح للنساء العمل بها حتى الساعة (12) ليلاً ما هي؟,gpt4o,"{
""applicable"": true,
""issue"": ""تحديد الأنشطة التي يسمح للنساء العمل بها حتى الساعة 12 ليلاً."",
""rules"": [
  ""مادة 22: لا يجوز تشغيل النساء ليلا فى الفترة ما بين العاشرة مساء والسابعة صباحا ، وتستثنى من ذلك المستشفيات والمصحات ودور العلاج الأهلية والمؤسسات الأخرى التى يصدر بها قرار من وزير الشؤون الاجتماعية والعمل.""
],
""analysis"": ""وفقاً للمادة 22، يُحظر تشغيل النساء ليلاً بين الساعة 10 مساءً و7 صباحاً، ولكن يُستثنى من هذا الحظر العمل في المستشفيات والمصحات ودور العلاج الأهلية والمؤسسات الأخرى التي يصدر بها قرار من وزير الشؤون الاجتماعية والعمل. لذا، يمكن للنساء العمل في هذه المؤسسات حتى الساعة 12 ليلاً إذا كانت مشمولة بالاستثناءات المحددة."",
""final_answer"": ""النساء يمكنهن العمل حتى الساعة 12 ليلاً في المستشفيات والمصحات ودور العلاج الأهلية والمؤسسات الأخرى التي يصدر بها قرار من وزير الشؤون الاجتماعية والعمل."",
""referenced_articles"": [
  ""22""
]
}",4,5,4.0,
QA-88,ما حقوق العامل في الإجازات المرضية؟,llama,"{ 
""applicable"": true, 
""issue"": ""حقوق العامل في الإجازات المرضية"", 
""rules"": [
{""article"": ""69"", ""text"": ""يحق للعامل أجازات مرضية مدتها 15 يوم بأجر كامل، 10 أيام بثلاثة أرباع الأجر، 10 أيام بنصف الأجر، 10 أيام بربع الأجر، 30 يومًا من دون أجر.""}, 
{""article"": ""69"", ""text"": ""يجب تقديم شهادة طبية لتحديد المرض والمدة المطلوبة.""}, 
{""article"": ""69"", ""text"": ""يمكن استثناء الأمراض المستعصية بقرار من الوزير.""}, 
{""article"": ""92"", ""text"": ""يحق للعامل المصاب بإصابة عمل أو مرض مهني تقاضي أجره طوال فترة العلاج.""}, 
{""article"": ""92"", ""text"": ""يحق للعامل المصاب بإصابة عمل أو مرض مهني تقاضي نصف الأجر بعد ستة أشهر من العلاج.""}
], 
""analysis"": ""تحدد المادة 69 حقوق العامل في الإجازات المرضية، حيث يحق للعامل أجازات مرضية مدتها 15 يوم بأجر كامل، 10 أيام بثلاثة أرباع الأجر، 10 أيام بنصف الأجر، 10 أيام بربع الأجر، 30 يومًا من دون أجر. كما يحدد المادة 92 الحقوق الخاصة بالعامل المصاب بإصابة عمل أو مرض مهني، حيث يحق له تقاضي أجره طوال فترة العلاج."", 
""final_answer"": ""يحق للعامل أجازات مرضية مدتها 15 يوم بأجر كامل، 10 أيام بثلاثة أرباع الأجر، 10 أيام بنصف الأجر، 10 أيام بربع الأجر، 30 يومًا من دون أجر، وتقاضي أجره طوال فترة العلاج."", 
""referenced_articles"": [""69"", ""92""] 
}",3,4,3.0,
QA-104,هل يحق للعامل المسلم الحصول على إجازة حج وما مدتها؟,qwen,"{
""applicable"": true,
""issue"": ""حق العامل المسلم في الحصول على إجازة حج ومدتها"",
""rules"": [""مادة 75: للعامل الذي أمضى سنتين متصلتين في خدمة صاحب العمل الحق في أجازة مدفوعة الأجر مدتها واحد وعشرون يوما لأداء فريضة الحج شريطه ألا يكون قد أدى الفريضة قبل ذلك.""],
""analysis"": ""تنص المادة 75 صراحةً على حق العامل المسلم — بصفته عاملًا مؤهلًا لأداء فريضة الحج — في إجازة مدفوعة الأجر لمدة واحد وعشرين يومًا، بشرطين: أولهما أن يكون قد أمضى سنتين متصلتين في خدمة صاحب العمل، وثانيهما ألا يكون قد أدى فريضة الحج من قبل. ولا يشترط في نص المادة أن يكون العامل مسلمًا صراحةً، لكن شرط 'لأداء فريضة الحج' يقتضي أن يكون العامل مسلمًا قادرًا شرعًا وأهلًا لأداء الفريضة، وبالتالي فإن الحق ينطبق على العامل المسلم المستوفي للشرطين. ولا توجد مواد أخرى في النصوص المقدمة تناقض أو تعدل هذا الحكم."",
""final_answer"": ""نعم، يحق للعامل المسلم الذي أمضى سنتين متصلتين في خدمة صاحب العمل ولم يؤدِّ فريضة الحج من قبل الحصول على إجازة حج مدفوعة الأجر مدتها واحد وعشرون يومًا."",
""referenced_articles"": [""75""]
}",5,4,5.0,نص المادة صحيح لكن الرقم 76 وليس 75
QA-75,"ما المقصود بإصابة العمل؟
* هل هناك شروط يجب توافرها في إصابة العمل؟",deepseek,"{
    ""applicable"": true,
    ""issue"": ""تحديد المقصود بإصابة العمل والشروط الواجب توافرها فيها وفق قانون العمل الكويتي"",
    ""rules"": [""المادة 89: تعرف إصابة العمل بأنها الإصابة التي تحدث للعامل في حادث بسبب العمل أو في أثنائه أو في الطريق إلى العمل والعودة منه، وتفرض على صاحب العمل إبلاغ الجهات المختصة فور وقوعها أو العلم بها."", ""المادة 90: تنص على تحمل صاحب العمل نفقات علاج العامل المصاب من إصابات العمل وأمراض المهنة، بما في ذلك العلاج والأدوية ومصروفات الانتقال، ويحدد الطبيب فترة العلاج ونسبة العجز."", ""المادة 92: تمنح العامل المصاب بإصابة عمل أو مرض مهني الحق في تقاضي أجره طوال فترة العلاج التي يحددها الطبيب، مع تخفيض الأجر بعد ستة أشهر."", ""المادة 93: تمنح العامل المصاب أو المستحقين عنه الحق في التعويض عن إصابة العمل أو أمراض المهنة وفق جدول يصدر بقرار من الوزير بعد أخذ رأي وزير الصحة."", ""المادة 94: تسقط حق العامل في التعويض عن الإصابة إذا ثبت من التحقيق أن العامل تعمد إصابة نفسه، أو حدثت الإصابة بسبب سوء سلوك فاحش ومقصود، أو تحت تأثير الخمر أو المخدرات، أو مخالفة تعليمات الوقاية المعلقة، إلا إذا نتج عن الإصابة وفاة أو عجز دائم تزيد نسبته على 25%.""],
    ""analysis"": ""من المواد المسترجعة، يمكن استخلاص تعريف إصابة العمل من المادة 89 التي تشير إلى إصابة العامل في حادث بسبب العمل أو في أثنائه أو في الطريق إلى العمل والعودة منه. أما الشروط الواجب توافرها، فتشمل: 1) أن تكون الإصابة ناتجة عن حادث مرتبط بالعمل (المادة 89). 2) أن يلتزم صاحب العمل بإبلاغ الجهات المختصة (المادة 89). 3) أن يتحمل صاحب العمل نفقات العلاج (المادة 90). 4) أن يحق للعامل تقاضي أجره خلال فترة العلاج (المادة 92). 5) أن يحق للعامل أو المستحقين عنه التعويض وفق جدول معتمد (المادة 93). 6) أن تسقط حقوق التعويض في حالات محددة مثل التعمد أو سوء السلوك الفاحش أو المخالفات، إلا في حالات الوفاة أو العجز الدائم الشديد (المادة 94)."",
    ""final_answer"": ""إصابة العمل هي الإصابة التي تحدث للعامل في حادث بسبب العمل أو في أثنائه أو في الطريق إلى العمل والعودة منه. الشروط الواجب توافرها تشمل: ارتباط الإصابة بالعمل، إبلاغ صاحب العمل للجهات المختصة، تحمل صاحب العمل لنفقات العلاج، حق العامل في تقاضي الأجر خلال العلاج، حق التعويض وفق جدول معتمد، وسقوط الحقوق في حالات التعمد أو سوء السلوك الفاحش أو المخالفات إلا في حالات الوفاة أو العجز الدائم الشديد."",
    ""referenced_articles"": [""89"", ""90"", ""92"", ""93"", ""94""]
}",4,3,3.0,الشروط الواجب توافرها في اصابة العمل واردة في تعريف الاصابة، وبقية المواد، الاجابة اطلقت على (اثار الاصابة مثل حق العلاج، الخ) شروط واجب توافرها 
QA-38,كيفية احتساب العمل الإضافي؟,gpt4o,"{
""applicable"": true,
""issue"": ""كيفية احتساب العمل الإضافي وفقًا لقانون العمل الكويتي."",
""rules"": [
  ""مادة 66: يجوز بأمر كتابي من صاحب العمل تشغيل العامل فترة إضافية إذا كان ذلك لازما لمنع وقوع حادث خطر أو لإصلاح ما نشأ عنه أو تفادى خسارة محققة أو مواجهة أعمال تزيد علي القدر اليومي. لا يجوز أن تزيد ساعات العمل الإضافي علي ساعتين في اليوم الواحد وبحد أقصى مئة وثمانون ساعة سنويا، كما لا يجوز أن تزيد فترات العمل الإضافي علي ثلاث أيام أسبوعيا وتسعين يوما في السنة. يحق للعامل الحصول علي أجر عن فترة العمل الإضافي يزيد علي أجره العادي في الفترة المماثلة بمقدار 25 في المائة."",
  ""مادة 67: يجوز لصاحب العمل عند الضرورة تشغيل العامل يوم راحته الاسبوعية إذا اقتضت ظروف العمل ذلك، ويتقاضى العامل 50 في المائة علي الأقل من أجره إضافي لأجره الأصلي ويعوض يوم راحته بيوم راحة آخر.""
],
""analysis"": ""وفقًا للمادة 66، يمكن تشغيل العامل ساعات إضافية في حالات محددة مثل منع وقوع حادث أو تفادي خسارة، بشرط ألا تتجاوز الساعات الإضافية ساعتين في اليوم و180 ساعة سنويًا. يجب أن يحصل العامل على أجر إضافي بنسبة 25% عن كل ساعة عمل إضافية. بالإضافة إلى ذلك، وفقًا للمادة 67، إذا عمل العامل في يوم راحته الأسبوعية، يحق له الحصول على 50% إضافية من أجره الأصلي ويعوض بيوم راحة آخر."",
""final_answer"": ""يتم احتساب العمل الإضافي بزيادة 25% على الأجر العادي لكل ساعة عمل إضافية، وبزيادة 50% إذا كان العمل في يوم الراحة الأسبوعية، مع تعويض بيوم راحة آخر."",
""referenced_articles"": [
  ""66"",
  ""67""
]
}",5,5,4.0,
QA-93,هل يحق لصاحب العمل مطالبة العامل بعد ثلاث سنوات برد ما دفع له بدون وجه حق من رواتب وأجور؟,llama,"{
""applicable"": true,
""issue"": ""مطالبة صاحب العمل برد ما دفع له بدون وجه حق من رواتب وأجور"",
""rules"": [
""M. 47: إذا كان عقد العمل محدد المدة وقام أحد طرفيه بإنهائه بغير حق التزم بتعويض الطرف الآخر عما أصابه من ضرر على ألا يجاوز مبلغ التعويض ما يساوى أجر العامل عن المدة المتبقية من العقد"",
""M. 53: يستحق العامل نصف مكافأة نهاية الخدمة المنصوص عليها فى المادة (51) إذا قام بإنهاء العقد غير محدد المدة من جانبه ، وكانت مدة خدمته لا تقل عن ثلاث سنوات ولم تبلغ خمس سنوات""
],
""analysis"": ""يمكن لصاحب العمل مطالبة العامل بعد ثلاث سنوات برد ما دفع له بدون وجه حق من رواتب وأجور، وفقًا لمادة 47 التي تنص على أن صاحب العمل يلتزم بتعويض العامل عما أصابه من ضرر إذا انتهى العقد بغير حق، ويراعى في تحديد الضرر بالنسبة إلى طرفيه العرف الجارى وطبيعة العمل ومدة العقد وبوجه عام كافة الأعتبارات التى تؤثر فى الضرر من حيث وجوده ومداه."",
""final_answer"": ""نعم"",
""referenced_articles"": [
""M. 47"",
""M. 53""
]
}",1,1,3.0,جواب هذا السؤال، المتعلق بتقادم الحقوق، ليس في قانون العمل وانما  في القانون المدني
QA-53,ما الأعمال التي يحظر تشغيل المرأة فيها؟,llama,"{
""applicable"": true,
""issue"": ""تشغيل المرأة في الأعمال الخطرة أو الشاقة أو الضارة صحيا أو الضارة بالأخلاق"",
""rules"": [
""مادة 23: يحظر تشغيل المرأة في الأعمال الخطرة أو الشاقة أو الضارة صحيا أو الضارة بالأخلاق"",
""مادة 23: وتشمل هذه الأعمال استغلال أنوثتها بما لا يتفق مع الآداب العامة""
],
""analysis"": ""تطبيق مادة 23 على الوقائع"",
""final_answer"": ""يحظر تشغيل المرأة في الأعمال الخطرة أو الشاقة أو الضارة صحيا أو الضارة بالأخلاق"",
""referenced_articles"": [
""مادة 23""
]
}",3,3,2.0,
QA-30,المقصود بالأجر؟ هل الأجر الذي يتقاضاه العامل يعول عليه عند حساب ما يستحقه من مكافأة نهاية الخدمة؟,gpt4o,"{
""applicable"": true,
""issue"": ""تحديد المقصود بالأجر وما إذا كان يعول عليه عند حساب مكافأة نهاية الخدمة."",
""rules"": [
    ""مادة 55: يقصد بالأجر ما يتقاضاه العامل من أجر أساسي أو ينبغي له أن يتقاضاه لقاء عمله وسببه مضافا إليه كافة العناصر المنصوص عليها في العقد أو لوائح صاحب العمل."",
    ""مادة 62: يراعي في حساب مستحقات العامل آخر أجر تقاضاه.""
],
""analysis"": ""وفقًا للمادة 55، الأجر يشمل الأجر الأساسي وأي عناصر إضافية منصوص عليها في العقد أو لوائح صاحب العمل. هذا يعني أن الأجر الذي يعول عليه عند حساب مكافأة نهاية الخدمة يشمل كافة المكونات المالية التي يتقاضاها العامل بصفة دورية. المادة 62 تؤكد أن حساب مستحقات العامل يتم بناءً على آخر أجر تقاضاه، مما يعني أن الأجر الذي يعول عليه هو الأجر الأخير الذي يشمل جميع المكونات المذكورة في المادة 55."",
""final_answer"": ""الأجر الذي يعول عليه عند حساب مكافأة نهاية الخدمة هو الأجر الذي يشمل الأجر الأساسي وأي عناصر إضافية منصوص عليها في العقد أو لوائح صاحب العمل، ويتم حساب المستحقات بناءً على آخر أجر تقاضاه العامل."",
""referenced_articles"": [
    ""55"",
    ""62""
]
}",4,4,5.0,
QA-113,"ما صلاحيات مفتش الهيئة العامة للقوى العاملة؟
* هل لهم الحق في دخول الشركات والمؤسسات والمنشآت وغيرها وفي أي وقت؟",deepseek,"{
    ""applicable"": true,
    ""issue"": ""تحديد صلاحيات مفتش الهيئة العامة للقوى العاملة فيما يتعلق بحق الدخول إلى أماكن العمل وتوقيت هذا الدخول."",
    ""rules"": [""مادة 133: تنص على أن للموظفين المشار إليهم بالمادة السابقة حق دخول أماكن العمل خلال ساعات العمل الرسمية للمنشأة، والاطلاع على السجلات والدفاتر، وطلب البيانات والمعلومات المتعلقة بشؤون العمالة، وفحص وأخذ عينات من المواد المتداولة، ودخول الأماكن المخصصة للخدمات العمالية، والاستعانة بالقوة العامة، وتحرير محاضر المخالفات ومنح مهلة للتلافي وإحالتها للمحكمة."", ""مادة 9: تنص على إنشاء الهيئة العامة للقوى العاملة كهيئة عامة ذات شخصية اعتبارية وميزانية ملحقة، تشرف عليها وزارة الشؤون الاجتماعية والعمل، وتتولى الاختصاصات المقررة للوزارة في القانون، بما في ذلك استقدام العمالة الوافدة.""],
    ""analysis"": ""بناءً على المادة 9، فإن الهيئة العامة للقوى العاملة هي الجهة المخولة بالاختصاصات المقررة للوزارة في قانون العمل، مما يعني أن موظفيها (المفتشين) يندرجون تحت نطاق 'الموظفين المشار إليهم' في المادة 133. تنص المادة 133 صراحةً على أن لهؤلاء الموظفين حق دخول أماكن العمل، ولكن هذا الحق مقيد بشرطين: 1) أن يكون الدخول إلى 'أماكن العمل'، والتي تشمل الشركات والمؤسسات والمنشآت وغيرها كما هو موضح في السؤال. 2) أن يتم الدخول 'خلال ساعات العمل الرسمية للمنشأة'، وليس 'في أي وقت' كما ورد في السؤال. وبالتالي، فإن الصلاحية موجودة ولكنها ليست مطلقة من حيث التوقيت."",
    ""final_answer"": ""نعم، لمفتش الهيئة العامة للقوى العاملة الحق في دخول الشركات والمؤسسات والمنشآت وغيرها من أماكن العمل، ولكن هذا الحق مقيد بأن يكون الدخول خلال ساعات العمل الرسمية للمنشأة فقط، وليس في أي وقت."",
    ""referenced_articles"": [""مادة 9"", ""مادة 133""]
}",4,5,3.0,الجواب تضمن استدلال مركب جيد (فهم معنى مصطلح من مادة اخرى غير المادة المباشرة المتعلقة بالسؤال)
QA-83,"ما الإجازات المرضية التي يستحقها العامل في حالة تعرضه لإصابة عمل أو مرض مهني؟
* هل يتقاضى أجره طوال فترة العلاج؟",qwen,"{
""applicable"": true,
""issue"": ""تحديد الإجازات المرضية المستحقة للعامل المصاب بإصابة عمل أو مرض مهني، وما إذا كان يتقاضى أجره طوال فترة العلاج."",
""rules"": [""مادة 92: للعامل المصاب بإصابة عمل أو مرض مهني الحق في تقاضي أجره طوال فترة العلاج التي يحددها الطبيب وإذا زادت فترة العلاج على ستة أشهر يدفع له نصف الأجر فقط حتى شفائه أو تثبيت عاهته أو يتوفى."", ""مادة 69: تحدد الإجازات المرضية العامة (بأجور متناقصة) دون تمييز بين المرض العادي وإصابة العمل أو المرض المهني، لكنها لا تنطبق على حالات إصابات العمل أو الأمراض المهنية وفق التخصيص الضمني في المادة 92 التي تنص صراحة على معاملة خاصة لهذه الحالات."", ""مادة 90: تُلزم صاحب العمل بتحمل نفقات علاج العامل المصاب من إصابات العمل وأمراض المهنة، وتُحدد فترة العلاج في التقرير الطبي، مما يدعم ارتباط مدة الأجر في المادة 92 بتلك الفترة الطبية المحددة.""],
""analysis"": ""تنص المادة 92 صراحةً على أن العامل المصاب بإصابة عمل أو مرض مهني يتمتع بحق تقاضي أجره كاملاً طوال فترة العلاج التي يحددها الطبيب، وباستثناء هذه الحالة، تحكم المادة 69 الإجازات المرضية العامة بأسس مختلفة (أيام بأجر كامل ثم بنسب متناقصة). وبما أن المادة 92 وردت في الفصل الخاص بإصابات العمل والأمراض المهنية، وهي نص خاص يتفق مع طبيعة الضرر الناتج عن العمل، فإنها تُستبعد بموجبها أحكام المادة 69 في هذه الحالة الخاصة. وبالتالي، لا يستحق العامل الإجازات المرضية المنصوص عليها في المادة 69 عند تعرضه لإصابة عمل أو مرض مهني، بل يخضع حصريًا لحكم المادة 92 الذي يمنحه أجره الكامل طوال فترة العلاج المحددة طبيًا، ثم نصف الأجر إن تجاوزت تلك الفترة ستة أشهر."",
""final_answer"": ""العامل المصاب بإصابة عمل أو مرض مهني لا يستحق الإجازات المرضية المنصوص عليها في المادة 69، بل يستحق تقاضي أجره كاملاً طوال فترة العلاج التي يحددها الطبيب وفق المادة 92، وإذا زادت فترة العلاج على ستة أشهر يتقاضى نصف أجره فقط حتى شفائه أو تثبيت عاهته أو وفاته."",
""referenced_articles"": [""92"", ""69"", ""90""]
}",5,5,4.0,اجابة تشمل على استدلال بمستوى عالي في فهم السؤال وفهم دقائق النصوص ذات الصلة  لهذا وضعت 5 -استثناء- رغم ان نص المادة وان كان صحيح لكن الرقم 93 وليس 92
QA-112,هل يجوز إنهاء عقد العمل من جانب صاحب العمل بسبب إفلاسه أو إغلاق المنشأة؟,deepseek,"{
    ""applicable"": true,
    ""issue"": ""هل يجوز لصاحب العمل إنهاء عقد العمل بسبب إفلاسه أو إغلاق المنشأة؟"",
    ""rules"": [""مادة 50: تنص على أن عقد العمل ينتهي في حالة صدور حكم نهائي بإشهار إفلاس صاحب العمل، أو في حالة إغلاق المنشأة نهائياً.""],
    ""analysis"": ""تنص المادة 50 صراحةً على أن عقد العمل ينتهي في حالتين: (أ) صدور حكم نهائي بإشهار إفلاس صاحب العمل، و(ب) إغلاق المنشأة نهائياً. وبالتالي، فإن إفلاس صاحب العمل (بشرط صدور حكم نهائي بإشهاره) وإغلاق المنشأة نهائياً هما سببين مباشرين لإنهاء عقد العمل من جانب صاحب العمل."",
    ""final_answer"": ""نعم، يجوز لصاحب العمل إنهاء عقد العمل بسبب إفلاسه (بشرط صدور حكم نهائي بإشهار الإفلاس) أو بسبب إغلاق المنشأة نهائياً، وذلك استناداً إلى المادة 50 من قانون العمل الكويتي."",
    ""referenced_articles"": [""مادة 50""]
}",5,2,4.0,
QA-02,انا امرأة حامل ولدت أثناء الاجازة السنوية وعند انتهاء عقد عملي قمت بمطالبة جهة العمل بمقابل مادي عن إجازة الوضع التي لم اخذها لكن جهة العمل رفضت بحجة اني أصلا ولدت اثناء اجازتي السنوية. فهل أستحق المقابل المادي لإجازة الوضع أم لا؟,gpt4o,"{
""applicable"": true,
""issue"": ""هل تستحق المرأة العاملة مقابل مادي عن إجازة الوضع إذا ولدت أثناء إجازتها السنوية؟"",
""rules"": [
    ""مادة 24: تستحق المرأة العاملة الحامل أجازة مدفوعة الأجر لا تحسب من أجازتها الأخرى لمدة سبعين يوما للوضع بشرط أن يتم الوضع خلالها."",
    ""مادة 70: للعامل الحق في إجازة سنوية لا تقل عن ثلاثين يوم عمل مدفوعة الأجر.""
],
""analysis"": ""وفقًا للمادة 24، تستحق المرأة العاملة إجازة وضع مدفوعة الأجر لمدة سبعين يومًا، وهذه الإجازة لا تحسب من إجازاتها الأخرى. وبما أن إجازة الوضع لا تحسب من الإجازات الأخرى، فإن ولادة العاملة أثناء إجازتها السنوية لا يؤثر على حقها في إجازة الوضع. وبالتالي، يحق لها المطالبة بإجازة الوضع بشكل منفصل عن الإجازة السنوية."",
""final_answer"": ""نعم، تستحق المرأة العاملة مقابل مادي لإجازة الوضع حتى لو ولدت أثناء إجازتها السنوية."",
""referenced_articles"": [
    ""مادة 24"",
    ""مادة 70""
]
}",5,5,5.0,
